dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,1,42,0,0.84,0.8422234156820623,0.6711940496068474,281.94003661256284,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,1,42,1,0.84,0.8422234156820623,0.6711940496068474,275.43682713620365,124,196,142
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,2,123,2,0.866,0.8669346881284481,0.7152366980897982,281.6241787211038,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,2,123,0,0.8633333333333333,0.8647267191625765,0.7135992612577958,243.25667459424585,124,196,142
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,3,456,1,0.87,0.8706987871894653,0.7219850140760168,279.2651152550243,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,3,456,2,0.8606666666666667,0.8617317925925926,0.7043319056602995,281.53577976999804,124,196,142
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,4,789,0,0.842,0.8437057143838474,0.6689472224372437,235.73510098364204,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,4,789,1,0.842,0.8437057143838474,0.6689472224372437,275.064136098139,124,196,142
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,5,1024,2,0.882,0.8779883524351422,0.7439252184215775,272.262913255021,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,5,1024,0,0.882,0.8779883524351422,0.7439252184215775,230.3175350711681,124,196,142
UNSW_NB15,6q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,6,2048,1,0.84,0.8429026117694226,0.6854792101608954,283.89596426673234,124,204,150
UNSW_NB15,6q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,6,2048,2,0.84,0.8429026117694226,0.6854792101608954,282.4212847780436,124,196,142
